time,users,connected 
0,2,2 
10,0,1 
20,1,1 
30,6,5 
40,2,1 
50,5,6 
60,9,5 
70,7,7 
80,14,11 
90,36,35 
100,45,48 
110,39,39 
120,132,130 
130,230,228 
140,221,220 
150,247,249 
160,265,264 
170,259,260 
180,329,325 
190,331,327 
200,342,341 
210,460,458 
220,405,403 
230,425,425 
240,158,164 
247,0,0 
