time,page 
0,92.64993442009282 
10,87.82741058497753 
20,118.00977390897543 
30,92.03229526418855 
40,91.11998109158317 
50,100.37798995924149 
60,88.77108833077502 
70,116.73233659672277 
80,128.76881956164453 
90,362.5075227760325 
100,708.4223107923287 
110,799.1630657851949 
120,1098.7546678483502 
130,2271.8973047028403 
140,3901.882445689083 
150,3805.3265971291667 
160,2789.8576620535227 
170,2812.2976013060284 
180,2256.3323246480227 
190,2187.526488435387 
200,2232.368300145867 
210,1788.0021562343607 
220,1615.352799428733 
230,1604.976095562169 
240,2693.258497991825 
247,2337.696670142031 
