time,users,connected 
0,3,2 
10,4,-1 
20,6,0 
30,8,4 
40,9,-4 
50,9,5 
60,9,-1 
70,11,2 
80,14,4 
90,36,24 
100,52,13 
110,52,-9 
120,132,91 
130,232,98 
140,240,-8 
150,272,29 
160,280,15 
170,280,-4 
180,344,65 
190,344,2 
200,344,14 
210,478,117 
220,478,-55 
230,478,22 
240,478,-261 
247,478,-164 
