time,users,connected 
0,2,2 
10,3,4 
20,1,1 
30,2,3 
40,6,6 
50,5,4 
60,11,12 
70,5,6 
80,5,6 
90,14,14 
100,19,19 
110,18,15 
120,38,34 
130,36,35 
140,36,35 
150,79,68 
160,65,64 
170,67,71 
180,294,289 
190,603,547 
200,678,571 
210,867,620 
220,868,651 
230,879,649 
240,96,329 
244,0,0 
