time,page 
0,94.2562916666667 
10,77.86057500000003 
20,67.61173684210527 
30,72.08385185185183 
40,76.00762626262633 
50,67.60208080808083 
60,75.8628739495798 
70,70.01756060606067 
80,70.97841666666662 
90,74.27237634408603 
100,73.31007228915664 
110,72.76381672025717 
120,78.24699170124482 
130,76.78405642633213 
140,76.2560838926176 
150,86.1929150000001 
160,90.10690499194851 
170,88.25090996784576 
180,326.7544442344039 
190,1604.2831479357785 
200,2251.111200177934 
210,1711.4813341397044 
220,1488.4126122639318 
230,1475.162832901251 
240,2249.021691512131 
244,1042.5208588235275 
