time,connect,request 
0,29.262,244.928 
10,29.262,244.928 
20,29.262,244.928 
30,29.262,244.928 
40,29.262,244.928 
50,29.262,244.928 
60,29.262,244.928 
70,29.262,252.246 
80,29.262,252.246 
90,29.262,252.246 
100,29.262,447.469 
110,29.262,447.469 
120,29.262,447.469 
130,29.262,447.469 
140,29.262,447.469 
150,29.262,496.779 
160,29.262,496.779 
170,29.262,496.779 
180,29.262,3427.85 
190,29.262,8867.969 
200,29.262,10504.536 
210,29.262,11873.777 
220,29.262,13009.943 
230,29.262,13171.467 
240,29.262,13171.467 
244,29.262,13171.467 
