time,freemem@tsung_controller@ip-172-31-50-170 
0,682.15625 
10,683.421875 
20,683.421875 
30,683.421875 
40,683.421875 
50,683.421875 
60,683.421875 
70,683.421875 
80,683.421875 
90,683.421875 
100,683.421875 
110,683.421875 
120,683.421875 
130,683.421875 
140,683.421875 
150,683.421875 
160,683.421875 
170,683.421875 
180,683.421875 
190,683.421875 
200,683.421875 
210,683.421875 
220,683.421875 
230,683.421875 
240,683.421875 
244,683.421875 
