time,users,connected 
0,4,2 
10,6,2 
20,6,-3 
30,6,2 
40,12,3 
50,12,-2 
60,17,8 
70,18,-6 
80,18,0 
90,18,8 
100,26,5 
110,26,-4 
120,41,19 
130,43,1 
140,45,0 
150,92,33 
160,94,-4 
170,94,7 
180,295,218 
190,603,258 
200,701,24 
210,867,49 
220,912,31 
230,912,-2 
240,912,-320 
244,912,-329 
