time,session 
0,2273.4578 
10,2216.4041 
20,1988.9966 
30,2052.898142857143 
40,2291.052250000001 
50,2115.7362499999995 
60,2390.5634999999997 
70,2214.980764705882 
80,2259.7838064516127 
90,2274.442571428571 
100,2251.460604938272 
110,2356.277562499999 
120,2288.90147413793 
130,2298.0127643312103 
140,2268.8804863013693 
150,2367.764868085107 
160,2339.0381506410254 
170,2292.2419361022326 
180,3210.9766466431097 
190,7029.430430817614 
200,9206.107935064934 
210,8784.482615384639 
220,6995.404842448986 
230,7017.8601217532405 
240,9503.453230968853 
244,8786.914999999997 
