time,connect,request 
0,9.822183183477893,93.55024824926024 
10,0.2931013702170983,87.40840423876212 
20,0.09119201925059009,77.19874418461609 
30,0.03542245050811696,86.34837134140474 
40,0.11276429834947102,87.64502806145082 
50,0.45975062684991397,81.73068763097928 
60,1.2079014144331564,88.58413892170903 
70,0.22949905996652767,83.29543228861672 
80,0.3278650467629767,84.40562329700948 
90,0.15427431292789257,86.69015015348799 
100,0.3359303355953056,88.82629708707418 
110,0.4762834924239507,85.15809638626992 
120,1.1401051539814533,89.96672938967387 
130,0.40919440501276394,87.55073937874427 
140,0.5926537488564476,87.42600500516185 
150,0.2993983093339236,95.64125547198798 
160,0.4027709231234339,98.43612710850113 
170,0.3978030356248413,95.21046028809425 
180,0.7521233882204985,399.1500360924201 
190,0.6754602666114972,1243.609450587779 
200,0.40523454263459374,1411.029765329311 
210,1.0763670061780315,1492.005689354284 
220,0.44726415964093225,1584.2633230378462 
230,0.4753327497693637,1486.041684077962 
240,0.6598937503442508,1606.1905451786665 
244,0,548.6461953189655 
