time,page 
0,244.928 
10,244.928 
20,244.928 
30,244.928 
40,244.928 
50,244.928 
60,244.928 
70,252.246 
80,252.246 
90,252.246 
100,447.469 
110,447.469 
120,486.359 
130,486.359 
140,486.359 
150,506.457 
160,506.457 
170,506.457 
180,3488.026 
190,10447.097 
200,12807.869 
210,14660.092 
220,14660.092 
230,15826.046 
240,15826.046 
244,15826.046 
