time,page 
0,96.67376833603794 
10,91.84411266077088 
20,83.22687368957982 
30,91.12216388136588 
40,92.41478363188979 
50,87.39383102811803 
60,93.04267201165356 
70,88.85622490960168 
80,89.6888778791796 
90,91.50818448746372 
100,94.38178087760002 
110,90.64456244761794 
120,96.27991313133128 
130,93.04905083495052 
140,92.7872918313294 
150,101.27269374116487 
160,104.81347216041026 
170,101.23026887272873 
180,435.69337823188096 
190,1483.9380408805641 
200,1907.40246616423 
210,2005.8277050768277 
220,1973.975973171759 
230,1891.8504491051929 
240,2105.705389567223 
244,1227.192951984331 
