time,size_sent,size_rcv 
0,12.63125,50.128125 
10,34.39375,139.5015625 
20,57.95703125,243.51875 
30,72.86328125,304.58671875 
40,127.365625,535.5234375 
50,185.87109375,796.22421875 
60,250.14921875,1074.1046875 
70,366.10859375,1621.67265625 
80,435.00859375,1950.58671875 
90,538.4390625,2443.44609375 
100,727.4015625,3394.12734375 
110,907.5953125,4360.53203125 
120,1174.4390625,5801.54921875 
130,1539.9453125,7953.50859375 
140,1879.65390625,10100.11875 
150,2439.9,13806.1234375 
160,3154.21875,19159.88828125 
170,3864.55,25011.3890625 
180,4770.6640625,33002.078125 
190,5806.67109375,42367.50390625 
200,6939.48046875,52501.3625 
210,8365.95234375,63991.828125 
220,10123.0453125,78023.99296875 
230,11882.40390625,93567.7 
240,13296.43984375,114987.03203125 
244,13522.3328125,118478.1046875 
